term,inDocumentsCount,rawFreq,relativeFreq,comparisonRelativeFreqDifference,relativePeakedness,relativeSkewness,distributions/0
secteurs,1,1,0.000072579474,0,,,0.000072579474
secundo,1,1,0.000072579474,0,,,0.000072579474
segmenter,1,1,0.000072579474,0,,,0.000072579474
sembler,1,1,0.000072579474,0,,,0.000072579474
sens,1,1,0.000072579474,0,,,0.000072579474
septembre,1,1,0.000072579474,0,,,0.000072579474
serrent,1,1,0.000072579474,0,,,0.000072579474
sert,1,1,0.000072579474,0,,,0.000072579474
services,1,1,0.000072579474,0,,,0.000072579474
séduira,1,1,0.000072579474,0,,,0.000072579474
séduire,1,1,0.000072579474,0,,,0.000072579474
séduisant,1,1,0.000072579474,0,,,0.000072579474
séparant,1,1,0.000072579474,0,,,0.000072579474
séparent,1,1,0.000072579474,0,,,0.000072579474
sérénité,1,1,0.000072579474,0,,,0.000072579474
sésame,1,1,0.000072579474,0,,,0.000072579474
shopping,1,1,0.000072579474,0,,,0.000072579474
sicav,1,1,0.000072579474,0,,,0.000072579474
signature,1,1,0.000072579474,0,,,0.000072579474
signe,1,1,0.000072579474,0,,,0.000072579474
significatifs,1,1,0.000072579474,0,,,0.000072579474
simples,1,1,0.000072579474,0,,,0.000072579474
simplicité,1,1,0.000072579474,0,,,0.000072579474
simulation,1,1,0.000072579474,0,,,0.000072579474
sine,1,1,0.000072579474,0,,,0.000072579474
site,1,1,0.000072579474,0,,,0.000072579474
soldes,1,1,0.000072579474,0,,,0.000072579474
solliciter,1,1,0.000072579474,0,,,0.000072579474
sollicitez,1,1,0.000072579474,0,,,0.000072579474
sollicitée,1,1,0.000072579474,0,,,0.000072579474
solutions,1,1,0.000072579474,0,,,0.000072579474
sommaire,1,1,0.000072579474,0,,,0.000072579474
sorties,1,1,0.000072579474,0,,,0.000072579474
soucis,1,1,0.000072579474,0,,,0.000072579474
souhaite,1,1,0.000072579474,0,,,0.000072579474
souhaiter,1,1,0.000072579474,0,,,0.000072579474
soumettez,1,1,0.000072579474,0,,,0.000072579474
soumettre,1,1,0.000072579474,0,,,0.000072579474
soupçon,1,1,0.000072579474,0,,,0.000072579474
source,1,1,0.000072579474,0,,,0.000072579474
souscripteur,1,1,0.000072579474,0,,,0.000072579474
souscripteurs,1,1,0.000072579474,0,,,0.000072579474
souscription,1,1,0.000072579474,0,,,0.000072579474
soutien,1,1,0.000072579474,0,,,0.000072579474
souverainement,1,1,0.000072579474,0,,,0.000072579474
spécialiste,1,1,0.000072579474,0,,,0.000072579474
spécialistes,1,1,0.000072579474,0,,,0.000072579474
spécifiques,1,1,0.000072579474,0,,,0.000072579474
stables,1,1,0.000072579474,0,,,0.000072579474
stage,1,1,0.000072579474,0,,,0.000072579474
standard,1,1,0.000072579474,0,,,0.000072579474
standards,1,1,0.000072579474,0,,,0.000072579474
statuts,1,1,0.000072579474,0,,,0.000072579474
stratégie,1,1,0.000072579474,0,,,0.000072579474
stratégique,1,1,0.000072579474,0,,,0.000072579474
strictement,1,1,0.000072579474,0,,,0.000072579474
strictes,1,1,0.000072579474,0,,,0.000072579474
su,1,1,0.000072579474,0,,,0.000072579474
subjectivité,1,1,0.000072579474,0,,,0.000072579474
substantiellement,1,1,0.000072579474,0,,,0.000072579474
succès,1,1,0.000072579474,0,,,0.000072579474
suffisamment,1,1,0.000072579474,0,,,0.000072579474
suffisante,1,1,0.000072579474,0,,,0.000072579474
suffisantes,1,1,0.000072579474,0,,,0.000072579474
suivent,1,1,0.000072579474,0,,,0.000072579474
suivre,1,1,0.000072579474,0,,,0.000072579474
sujet,1,1,0.000072579474,0,,,0.000072579474
superficie,1,1,0.000072579474,0,,,0.000072579474
superflues,1,1,0.000072579474,0,,,0.000072579474
supérieures,1,1,0.000072579474,0,,,0.000072579474
supplément,1,1,0.000072579474,0,,,0.000072579474
supplémentaires,1,1,0.000072579474,0,,,0.000072579474
supportez,1,1,0.000072579474,0,,,0.000072579474
surendettement,1,1,0.000072579474,0,,,0.000072579474
surpayé,1,1,0.000072579474,0,,,0.000072579474
surplus,1,1,0.000072579474,0,,,0.000072579474
surprise,1,1,0.000072579474,0,,,0.000072579474
surprises,1,1,0.000072579474,0,,,0.000072579474
susceptible,1,1,0.000072579474,0,,,0.000072579474
sûre,1,1,0.000072579474,0,,,0.000072579474
sûrement,1,1,0.000072579474,0,,,0.000072579474
synthèse,1,1,0.000072579474,0,,,0.000072579474
s’adressent,1,1,0.000072579474,0,,,0.000072579474
s’attacheront,1,1,0.000072579474,0,,,0.000072579474
s’avère,1,1,0.000072579474,0,,,0.000072579474
s’avérer,1,1,0.000072579474,0,,,0.000072579474
s’entend,1,1,0.000072579474,0,,,0.000072579474
s’est,1,1,0.000072579474,0,,,0.000072579474
s’écouler,1,1,0.000072579474,0,,,0.000072579474
s’imagineraient,1,1,0.000072579474,0,,,0.000072579474
s’impliquer,1,1,0.000072579474,0,,,0.000072579474
s’inquiéter,1,1,0.000072579474,0,,,0.000072579474
s’intéressera,1,1,0.000072579474,0,,,0.000072579474
s’intéresseront,1,1,0.000072579474,0,,,0.000072579474
taille,1,1,0.000072579474,0,,,0.000072579474
tarifaire,1,1,0.000072579474,0,,,0.000072579474
tarifaires,1,1,0.000072579474,0,,,0.000072579474
tarification,1,1,0.000072579474,0,,,0.000072579474
taxe,1,1,0.000072579474,0,,,0.000072579474
taxes,1,1,0.000072579474,0,,,0.000072579474
technique,1,1,0.000072579474,0,,,0.000072579474
temporairement,1,1,0.000072579474,0,,,0.000072579474
tenant,1,1,0.000072579474,0,,,0.000072579474
tendances,1,1,0.000072579474,0,,,0.000072579474
tendu,1,1,0.000072579474,0,,,0.000072579474
teneur,1,1,0.000072579474,0,,,0.000072579474
tentez,1,1,0.000072579474,0,,,0.000072579474
terminée,1,1,0.000072579474,0,,,0.000072579474
théoriquement,1,1,0.000072579474,0,,,0.000072579474
tient,1,1,0.000072579474,0,,,0.000072579474
tiquer,1,1,0.000072579474,0,,,0.000072579474
titulaires,1,1,0.000072579474,0,,,0.000072579474
titularisés,1,1,0.000072579474,0,,,0.000072579474
tns,1,1,0.000072579474,0,,,0.000072579474
toiture,1,1,0.000072579474,0,,,0.000072579474
tolérées,1,1,0.000072579474,0,,,0.000072579474
toqué,1,1,0.000072579474,0,,,0.000072579474
totalement,1,1,0.000072579474,0,,,0.000072579474
tour,1,1,0.000072579474,0,,,0.000072579474
tôt,1,1,0.000072579474,0,,,0.000072579474
traditionnellement,1,1,0.000072579474,0,,,0.000072579474
traduisant,1,1,0.000072579474,0,,,0.000072579474
traduisent,1,1,0.000072579474,0,,,0.000072579474
traduit,1,1,0.000072579474,0,,,0.000072579474
traitent,1,1,0.000072579474,0,,,0.000072579474
traiter,1,1,0.000072579474,0,,,0.000072579474
traité,1,1,0.000072579474,0,,,0.000072579474
traitée,1,1,0.000072579474,0,,,0.000072579474
transformer,1,1,0.000072579474,0,,,0.000072579474
transmettre,1,1,0.000072579474,0,,,0.000072579474
travaille,1,1,0.000072579474,0,,,0.000072579474
travaillent,1,1,0.000072579474,0,,,0.000072579474
travailler,1,1,0.000072579474,0,,,0.000072579474
travers,1,1,0.000072579474,0,,,0.000072579474
trésorerie,1,1,0.000072579474,0,,,0.000072579474
trésoreries,1,1,0.000072579474,0,,,0.000072579474
uniquement,1,1,0.000072579474,0,,,0.000072579474
usuellement,1,1,0.000072579474,0,,,0.000072579474
utile,1,1,0.000072579474,0,,,0.000072579474
utilisé,1,1,0.000072579474,0,,,0.000072579474
vacances,1,1,0.000072579474,0,,,0.000072579474
valeurs,1,1,0.000072579474,0,,,0.000072579474
valoir,1,1,0.000072579474,0,,,0.000072579474
valoriser,1,1,0.000072579474,0,,,0.000072579474
varier,1,1,0.000072579474,0,,,0.000072579474
variera,1,1,0.000072579474,0,,,0.000072579474
variété,1,1,0.000072579474,0,,,0.000072579474
vaste,1,1,0.000072579474,0,,,0.000072579474
veiller,1,1,0.000072579474,0,,,0.000072579474
vendant,1,1,0.000072579474,0,,,0.000072579474
venir,1,1,0.000072579474,0,,,0.000072579474
versez,1,1,0.000072579474,0,,,0.000072579474
vert,1,1,0.000072579474,0,,,0.000072579474
veulent,1,1,0.000072579474,0,,,0.000072579474
véhicule,1,1,0.000072579474,0,,,0.000072579474
vénale,1,1,0.000072579474,0,,,0.000072579474
vérifie,1,1,0.000072579474,0,,,0.000072579474
viendra,1,1,0.000072579474,0,,,0.000072579474
vierge,1,1,0.000072579474,0,,,0.000072579474
vies,1,1,0.000072579474,0,,,0.000072579474
vieux,1,1,0.000072579474,0,,,0.000072579474
vis,1,1,0.000072579474,0,,,0.000072579474
visent,1,1,0.000072579474,0,,,0.000072579474
visez,1,1,0.000072579474,0,,,0.000072579474
visible,1,1,0.000072579474,0,,,0.000072579474
vivant,1,1,0.000072579474,0,,,0.000072579474
vivement,1,1,0.000072579474,0,,,0.000072579474
vivrez,1,1,0.000072579474,0,,,0.000072579474
volonté,1,1,0.000072579474,0,,,0.000072579474
voudra,1,1,0.000072579474,0,,,0.000072579474
vrai,1,1,0.000072579474,0,,,0.000072579474
vraiment,1,1,0.000072579474,0,,,0.000072579474
vue,1,1,0.000072579474,0,,,0.000072579474
zone,1,1,0.000072579474,0,,,0.000072579474
